id,title,location,area,baths,beds,garages,house_type,cost,image,status,slug,owner_id,created_at
9615,Close To Sunflower School And College A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A .,"Road No 10, Block A, Bashundhara R-A, Dhaka","2,374",4,4,1,re,2000000,image/9616.png,0,Close To Sunflower School And College A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A .,87,2021-21-15 15:08:13.753592
9616,1000 Square Feet Apartment For Sale In Polashpur .,"Polashpur, East Doniya, Doniya, Shyampur, Dhaka","1,000",2,2,2,sh,550000,image/9617.png,1,1000 Square Feet Apartment For Sale In Polashpur .,60,2021-21-15 15:08:13.753592
9617,2400 Square Feet Ready Apartment Flat For Sale At Paribagh .,"Paribagh, Dhaka","2,400",4,3,3,se,5500000,image/9618.png,0,2400 Square Feet Ready Apartment Flat For Sale At Paribagh .,76,2021-21-15 15:08:13.753592
9618,"In the location of Karwan Bazar, close to DK Pharma an apartment is up for sale","Karwan Bazar, Tejgaon, Dhaka","1,150",2,2,3,se,18000,image/9619.png,0,"In the location of Karwan Bazar, close to DK Pharma an apartment is up for sale",56,2021-01-5 15:08:13.753592
9619,"This Comfortable Apartment Is Up For Sale At Block J , Bashundhara R-A","Block J, Bashundhara R-A, Dhaka","2,000",3,3,2,re,180000,image/9620.png,1,"This Comfortable Apartment Is Up For Sale At Block J , Bashundhara R-A",39,2021-21-15 15:08:13.753592
9620,"Residential Building For Sale With 1.5 Katha Land In Ekushey Road, Khilkhet","Khilkhet, Dhaka","1,080",3,3,2,se,13500,image/9621.png,0,"Residential Building For Sale With 1.5 Katha Land In Ekushey Road, Khilkhet",97,2021-21-15 15:08:13.753592
9621,950 Sq. Ft. Flat Ready For Sale At North Pirerbag.,"Pirerbag, Mirpur, Dhaka",950,3,3,2,re,135000,image/9622.png,0,950 Sq. Ft. Flat Ready For Sale At North Pirerbag.,71,2021-01-5 15:08:13.753592
9622,1595 Sq Ft Flat Available For Sale Close To NSU At Bashundhara R-A,"Road No 6, Block B, Bashundhara R-A, Dhaka","1,595",3,3,0,se,580000,image/9623.png,0,1595 Sq Ft Flat Available For Sale Close To NSU At Bashundhara R-A,67,2021-21-15 15:08:13.753592
9623,An Amazing 1595 Sq. Ft Apartment Is Up For Sale In Bashundhara R-A Near NSU.,"Road No 6, Block B, Bashundhara R-A, Dhaka","1,595",3,3,2,sh,5800000,image/9624.png,1,An Amazing 1595 Sq. Ft Apartment Is Up For Sale In Bashundhara R-A Near NSU.,7,2022-01-15 12:08:13.753592
9624,14400 Sq Ft Full Building Is Ready For Sale In Uttara 12,"Sector 12, Uttara, Dhaka","14,400",3,3,3,re,830000,image/9625.png,1,14400 Sq Ft Full Building Is Ready For Sale In Uttara 12,33,2021-01-5 15:08:13.753592
9625,"Attention ! A 750 Sq. Ft Flat Is Up For Sale At East Kazipara, This Is What You’ve Been Searching For As Your New Home!","Mirpur, Dhaka",750,2,2,3,se,8300000,image/9626.png,1,"Attention ! A 750 Sq. Ft Flat Is Up For Sale At East Kazipara, This Is What You’ve Been Searching For As Your New Home!",10,2021-01-5 15:08:13.753592
9626,"2000 Square Feet Large Flat For Sale At Block J, Bashundhara R-A.","Block J, Bashundhara R-A, Dhaka","2,000",2,3,3,sh,474600,image/9627.png,0,"2000 Square Feet Large Flat For Sale At Block J, Bashundhara R-A.",46,2021-21-15 15:08:13.753592
9627,1890 Square Feet Spacious Flat For Sale In Banani Next To Banani Chairmanbari Masjid.,"Banani, Dhaka","1,890",3,3,1,se,4746000,image/9628.png,0,1890 Square Feet Spacious Flat For Sale In Banani Next To Banani Chairmanbari Masjid.,96,2021-21-15 15:08:13.753592
9628,Express Your Individuality At This 1392 Sq. ft Apartment Which Is Vacant For Sale In The Location Of Dhanmondi Near By Medinova Consultation Centre.,"Dhanmondi, Dhaka","1,392",3,3,0,se,407400,image/9629.png,0,Express Your Individuality At This 1392 Sq. ft Apartment Which Is Vacant For Sale In The Location Of Dhanmondi Near By Medinova Consultation Centre.,92,2021-01-5 15:08:13.753592
9629,Grab This Lovely Flat Of 1075 Sq Ft Is Up For Sale In South Pirerbag Before It's Sold Out,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka","1,075",3,3,3,re,4074000,image/9630.png,0,Grab This Lovely Flat Of 1075 Sq Ft Is Up For Sale In South Pirerbag Before It's Sold Out,87,2021-01-5 15:08:13.753592
9630,At North Bagichagaon This 1300 Sq. Ft Apartment Up For Sale.,"Bagichagaon, Cumilla","1,300",3,3,0,sh,80000,image/9631.png,1,At North Bagichagaon This 1300 Sq. Ft Apartment Up For Sale.,70,2021-21-15 15:08:13.753592
9631,At Uttara 950 Square Feet Medium Size Apartment Ready For Sale Very Close To Milestone College,"Sector 11, Uttara, Dhaka",950,2,3,3,se,800000,image/9632.png,1,At Uttara 950 Square Feet Medium Size Apartment Ready For Sale Very Close To Milestone College,64,2021-01-15 15:08:13.753592
9632,Ready For Move In! Check This 1316 Sq. ft Home Which Is Up For Sale In Manoharpur .,"Manoharpur, Kandirpar, Cumilla","1,316",2,3,1,se,18000,image/9633.png,0,Ready For Move In! Check This 1316 Sq. ft Home Which Is Up For Sale In Manoharpur .,65,2021-01-5 15:08:13.753592
9633,Express Your Individuality At This 1400 Sq. ft Apartment Which Is Vacant For Sale In The Location Of Jamal Khan Close To Ashkar Dighir Purba Par Masjid.,"Jamal Khan, Chattogram","1,400",3,3,1,sh,180000,image/9634.png,1,Express Your Individuality At This 1400 Sq. ft Apartment Which Is Vacant For Sale In The Location Of Jamal Khan Close To Ashkar Dighir Purba Par Masjid.,10,2021-21-15 15:08:13.753592
9634,1200 Square Feet Home Is Up For Sale At Shyamoli Housing (2nd Project) .,"Shyamoli Housing (2nd Project), Adabor, Dhaka","1,200",3,3,2,re,950000,image/9635.png,0,1200 Square Feet Home Is Up For Sale At Shyamoli Housing (2nd Project) .,47,2022-01-15 12:08:13.753592
9635,At Shyamoli Housing (2nd Project) A 1200 Square Feet Apartment For Sale,"Shyamoli Housing (2nd Project), Adabor, Dhaka","1,200",3,3,3,re,9500000,image/9636.png,1,At Shyamoli Housing (2nd Project) A 1200 Square Feet Apartment For Sale,62,2021-21-15 15:08:13.753592
9636,"Reside Conveniently In This Well Constructed Flat For Sale , Near Dhaka Housing Jame Moshjid.","Shyamoli, Dhaka",850,3,3,1,se,453600,image/9637.png,1,"Reside Conveniently In This Well Constructed Flat For Sale , Near Dhaka Housing Jame Moshjid.",100,2021-01-15 15:08:13.753592
9637,"In An Urban Location And Reasonable Price, See This Flat Is Available For Sale In Shonir Akhra.","Shonir Akhra, Shyampur, Dhaka",990,3,3,3,re,4536000,image/9638.png,0,"In An Urban Location And Reasonable Price, See This Flat Is Available For Sale In Shonir Akhra.",56,2021-01-5 15:08:13.753592
9638,2 Bedroom Living Property Is For sale In Shahid Nagar.,"Tayebiyea Housing Society, Shahid Nagar, Bayazid, Chattogram",800,3,3,2,sh,905000,image/9639.png,0,2 Bedroom Living Property Is For sale In Shahid Nagar.,26,2021-01-15 15:08:13.753592
9639,A Finely Built 750 Sq Ft Flat Is Up For Sale In Mirpur Section 11.,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",750,2,2,0,re,9050000,image/9640.png,0,A Finely Built 750 Sq Ft Flat Is Up For Sale In Mirpur Section 11.,69,2021-01-15 15:08:13.753592
9640,Obtain Your New Residence At This 750 Sq Ft Flat Is Up For Sale At Mirpur 11,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",750,3,3,1,se,805000,image/9641.png,0,Obtain Your New Residence At This 750 Sq Ft Flat Is Up For Sale At Mirpur 11,58,2021-01-5 15:08:13.753592
9641,"Grab Your New Home At This 1226 Sq Ft Flat For Sale In Kadamtali, Double Mooring","Kadamtali, 23 No. North Pathantooly Ward, Double Mooring, Chattogram","1,226",2,2,0,re,8050000,image/9642.png,1,"Grab Your New Home At This 1226 Sq Ft Flat For Sale In Kadamtali, Double Mooring",63,2021-01-15 15:08:13.753592
9642,"Convenient 1222 Sq Ft Is Now For Sale In Kadamtali, Double Mooring","Kadamtali, 23 No. North Pathantooly Ward, Double Mooring, Chattogram","1,222",2,2,1,se,920000,image/9643.png,0,"Convenient 1222 Sq Ft Is Now For Sale In Kadamtali, Double Mooring",66,2021-01-5 15:08:13.753592
9643,"Remarkable Flat Of 2500 Sq Ft Is Up For Sale In Asad Avenue, Mohammadpur","Mohammadpur, Dhaka","2,500",2,2,2,sh,9200000,image/9644.png,1,"Remarkable Flat Of 2500 Sq Ft Is Up For Sale In Asad Avenue, Mohammadpur",20,2022-01-15 12:08:13.753592
9644,"A Nice And Comfortable 2550 Sq Ft Flat Is Up For Sale In Asad Avenue, Mohammadpur","Mohammadpur, Dhaka","2,550",2,2,2,re,460000,image/9645.png,0,"A Nice And Comfortable 2550 Sq Ft Flat Is Up For Sale In Asad Avenue, Mohammadpur",90,2021-21-15 15:08:13.753592
9645,"Lovely Apartment Covering An Area Of 2500 Sq Ft Is Up For Sale In Asad Avenue, Mohammadpur","Mohammadpur, Dhaka","2,500",2,2,0,re,4600000,image/9646.png,1,"Lovely Apartment Covering An Area Of 2500 Sq Ft Is Up For Sale In Asad Avenue, Mohammadpur",78,2021-21-15 15:08:13.753592
9646,"Residential Apartment Of 2550 Sq Ft Is On Sale In Asad Avenue, Mohammadpur","Mohammadpur, Dhaka","2,550",2,2,2,se,24500,image/9647.png,1,"Residential Apartment Of 2550 Sq Ft Is On Sale In Asad Avenue, Mohammadpur",4,2021-21-15 15:08:13.753592
9647,"Residential Plot For Sale In Purbachal, Sector 23","Purbachal, Dhaka","2,184",2,3,0,re,245000,image/9648.png,0,"Residential Plot For Sale In Purbachal, Sector 23",82,2022-01-15 12:08:13.753592
9648,1300 Sq. ft Apartment Is Available For Sale In West Manikdi Which Is Tailored To Your Highest Standards,"Manikdi, Cantonment, Dhaka","1,300",2,2,3,re,472500,image/9649.png,0,1300 Sq. ft Apartment Is Available For Sale In West Manikdi Which Is Tailored To Your Highest Standards,71,2021-01-5 15:08:13.753592
9649,Your Desirable Cozy Flat Of 975 Sq Ft Is Available For Sale In Shyamoli,"Shyamoli, Dhaka",975,2,2,2,re,4725000,image/9650.png,1,Your Desirable Cozy Flat Of 975 Sq Ft Is Available For Sale In Shyamoli,16,2021-01-15 15:08:13.753592
9650,Beautiful And Well-constructed 850 Sq Ft Flat Is Ready To Sale At Kaderabad Housing Society,"Block A, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",850,3,3,1,se,700000,image/9651.png,1,Beautiful And Well-constructed 850 Sq Ft Flat Is Ready To Sale At Kaderabad Housing Society,30,2021-01-5 15:08:13.753592
9651,"Graceful Apartment Of 2500 Sq Ft Is Prepared For Sale In Sector 7, Uttara","Sector 7, Uttara, Dhaka","2,500",2,3,1,se,7000000,image/9652.png,1,"Graceful Apartment Of 2500 Sq Ft Is Prepared For Sale In Sector 7, Uttara",11,2022-01-15 12:08:13.753592
9652,A Well Defined Flat Of 900 Sq Ft In Tongi Is Available For Sale,"Dattapara, Tongi, Gazipur Sadar Upazila, Gazipur",900,3,3,3,re,420000,image/9653.png,0,A Well Defined Flat Of 900 Sq Ft In Tongi Is Available For Sale,49,2021-01-5 15:08:13.753592
9653,A Well-maintained Residence Of 800 Sq Ft Is Prepared For Sale In Tongi,"Dattapara, Tongi, Gazipur Sadar Upazila, Gazipur",800,3,3,1,se,4200000,image/9654.png,1,A Well-maintained Residence Of 800 Sq Ft Is Prepared For Sale In Tongi,18,2021-01-15 15:08:13.753592
9654,"We Offer You This Amazing Flat Of 900 Sq Ft Which Is Up For Sale, Located In Tongi.","Dattapara, Tongi, Gazipur Sadar Upazila, Gazipur",900,4,3,1,sh,12600,image/9655.png,1,"We Offer You This Amazing Flat Of 900 Sq Ft Which Is Up For Sale, Located In Tongi.",57,2021-01-15 15:08:13.753592
9655,"At Tongi, Suitable Apartment Is Up For Sale Which Is 800 Sq Ft","Dattapara, Tongi, Gazipur Sadar Upazila, Gazipur",800,2,2,0,sh,126000,image/9656.png,0,"At Tongi, Suitable Apartment Is Up For Sale Which Is 800 Sq Ft",52,2021-21-15 15:08:13.753592
9656,A Well-constructed And Nicely Planned Flat Of 900 Sq Ft Is Up For Sale In Tongi,"Dattapara, Tongi, Gazipur Sadar Upazila, Gazipur",900,3,3,1,re,15000,image/9657.png,0,A Well-constructed And Nicely Planned Flat Of 900 Sq Ft Is Up For Sale In Tongi,53,2021-21-15 15:08:13.753592
9657,In The Location Of Tongi An Excellent Flat Of 900 Sq Ft Is Waiting For Sale,"Dattapara, Tongi, Gazipur Sadar Upazila, Gazipur",900,4,4,3,se,150000,image/9658.png,1,In The Location Of Tongi An Excellent Flat Of 900 Sq Ft Is Waiting For Sale,92,2021-21-15 15:08:13.753592
9658,"5 Katha Nice plot is now for sale in Purbachal, Sector 7","Purbachal, Dhaka","3,640",4,4,2,re,23000,image/9659.png,0,"5 Katha Nice plot is now for sale in Purbachal, Sector 7",37,2021-01-5 15:08:13.753592
9659,"2000 Sq Ft flat is now for sale in Uttara, Sector 4","Sector 4, Uttara, Dhaka","2,000",3,3,0,sh,229999,image/9660.png,0,"2000 Sq Ft flat is now for sale in Uttara, Sector 4",21,2021-21-15 15:08:13.753592
9660,"Prominent Location Of Bagichagaon, 3 Bedroom Beautiful Apartment Is Waiting For Sale","Bagichagaon, Cumilla","1,488",3,3,0,re,11000,image/9661.png,0,"Prominent Location Of Bagichagaon, 3 Bedroom Beautiful Apartment Is Waiting For Sale",53,2022-01-15 12:08:13.753592
9661,"3 Katha Plot is now available for sale in Sector 20, Purbachal","Purbachal, Dhaka","2,184",3,3,1,sh,110000,image/9662.png,0,"3 Katha Plot is now available for sale in Sector 20, Purbachal",46,2021-01-15 15:08:13.753592
9662,Nice 257 SQ FT flat is available for sale in Naya Bazar,"Armanitola, Naya Bazar, Bangshal, Dhaka",257,4,2,3,se,870000,image/9663.png,0,Nice 257 SQ FT flat is available for sale in Naya Bazar,26,2021-01-5 15:08:13.753592
9663,"Plan to move in this 1463 SQ FT flat which is up for sale in Mirpur, 2nd Colony","2nd Colony, Mirpur, Dhaka","1,463",2,2,1,re,8700000,image/9664.png,0,"Plan to move in this 1463 SQ FT flat which is up for sale in Mirpur, 2nd Colony",7,2021-21-15 15:08:13.753592
9664,Remarkable Flat Of 1305 Sq Ft Is Up For Sale In North Bagichagaon,"Bagichagaon, Cumilla","1,305",3,3,0,re,437299,image/9665.png,0,Remarkable Flat Of 1305 Sq Ft Is Up For Sale In North Bagichagaon,92,2021-01-5 15:08:13.753592
9665,Properly designed this 1050 SQ Ft apartment is now up for sale in Cantonment,"Matikata, Cantonment, Dhaka","1,050",2,3,0,sh,4373000,image/9666.png,0,Properly designed this 1050 SQ Ft apartment is now up for sale in Cantonment,54,2021-01-5 15:08:13.753592
9666,Grab A 1350 Sq Ft Flat For Sale At North Bagichagaon,"Bagichagaon, Cumilla","1,350",3,3,0,re,40000,image/9667.png,0,Grab A 1350 Sq Ft Flat For Sale At North Bagichagaon,89,2022-01-15 12:08:13.753592
9667,An Artistic Apartment Of 1358 Sq Ft Is Waiting For Sale In North Bagichagaon,"Bagichagaon, Cumilla","1,358",3,3,0,se,400000,image/9668.png,1,An Artistic Apartment Of 1358 Sq Ft Is Waiting For Sale In North Bagichagaon,72,2021-01-5 15:08:13.753592
9668,Worthy 1463 SQ FT Residential Apartment is for sale at Mirpur,"2nd Colony, Mirpur, Dhaka","1,463",3,3,2,se,22000,image/9669.png,1,Worthy 1463 SQ FT Residential Apartment is for sale at Mirpur,96,2021-21-15 15:08:13.753592
9669,"Situated In Baghbari, A 1600 Sq Ft Apartment Is Up For Sale","Baghbari, Sylhet","1,600",3,3,2,re,220000,image/9670.png,0,"Situated In Baghbari, A 1600 Sq Ft Apartment Is Up For Sale",24,2021-01-15 15:08:13.753592
9670,"Start A New Home, In This, 1750 Sq Ft Flat For Sale In Baghbari","Baghbari, Sylhet","1,750",4,3,0,re,357000,image/9671.png,1,"Start A New Home, In This, 1750 Sq Ft Flat For Sale In Baghbari",100,2022-01-15 12:08:13.753592
9671,A Strongly Structured Apartment Of 1420 Sq Ft Is Available For Sale In Baghbari,"Baghbari, Sylhet","1,420",2,2,0,re,3570000,image/9672.png,0,A Strongly Structured Apartment Of 1420 Sq Ft Is Available For Sale In Baghbari,29,2021-21-15 15:08:13.753592
9672,"1150 Square Feet Ready Apartment For Sale In Monipuripara, Tejgaon","Tejgaon, Dhaka","1,150",2,2,2,se,50000,image/9673.png,0,"1150 Square Feet Ready Apartment For Sale In Monipuripara, Tejgaon",42,2021-21-15 15:08:13.753592
9673,In Ibrahimpur 1400 Sq Ft Large Flat For Sale,"Ibrahimpur, Dhaka","1,400",3,3,1,re,500000,image/9674.png,0,In Ibrahimpur 1400 Sq Ft Large Flat For Sale,35,2021-01-5 15:08:13.753592
9674,1310 Sq. ft Medium Size Apartment Is For Sale In Hazi Camp Road,"Hazi Camp Road, Ashkona, Dakshin Khan, Dhaka","1,310",3,3,1,re,350000,image/9675.png,0,1310 Sq. ft Medium Size Apartment Is For Sale In Hazi Camp Road,25,2021-01-5 15:08:13.753592
9675,We Have A 1330 Sq. Ft Flat For Sale In Hazi Camp Road,"Hazi Camp Road, Ashkona, Dakshin Khan, Dhaka","1,330",3,3,1,se,3500000,image/9676.png,0,We Have A 1330 Sq. Ft Flat For Sale In Hazi Camp Road,62,2022-01-15 12:08:13.753592
9676,"A Perfect Residential Plot Of 5 Katha Is Available For Sale At Narayanganj City, Bproperty Village","Rupganj, Narayanganj, Narayanganj City","3,600",3,3,0,sh,660000,image/9677.png,0,"A Perfect Residential Plot Of 5 Katha Is Available For Sale At Narayanganj City, Bproperty Village",73,2021-01-5 15:08:13.753592
9677,"Grab This Nice Plot Is Available For Sale In Narayanganj City, Bproperty Village","Rupganj, Narayanganj, Narayanganj City","3,600",3,3,1,sh,6600000,image/9678.png,1,"Grab This Nice Plot Is Available For Sale In Narayanganj City, Bproperty Village",93,2021-01-15 15:08:13.753592
9678,"Check This Fine Looking 5 Katha Plot Offered For Sale At Bproperty Village, Narayanganj","Rupganj, Narayanganj, Narayanganj City","3,600",4,3,0,sh,850000,image/9679.png,0,"Check This Fine Looking 5 Katha Plot Offered For Sale At Bproperty Village, Narayanganj",23,2022-01-15 12:08:13.753592
9679,This Flat In Mohammadpur Near Chandrima Central Mosque With A Convenient Price Is Up For Sale,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",800,3,3,2,se,8500000,image/9680.png,0,This Flat In Mohammadpur Near Chandrima Central Mosque With A Convenient Price Is Up For Sale,41,2021-01-15 15:08:13.753592
9680,"1050 Sq Ft Flat Available For Sale In Bashundhara R-a, Block F","Block F, Bashundhara R-A, Dhaka","1,050",3,3,2,re,850000,image/9681.png,0,"1050 Sq Ft Flat Available For Sale In Bashundhara R-a, Block F",66,2021-01-5 15:08:13.753592
9681,1280 Sq. ft Flat Is For Sale In South Keraniganj Near Shuvadda Uttarpara Khalpar Jame Masjid,"Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka","1,280",3,3,1,re,8500000,image/9682.png,1,1280 Sq. ft Flat Is For Sale In South Keraniganj Near Shuvadda Uttarpara Khalpar Jame Masjid,8,2021-01-15 15:08:13.753592
9682,A Nicely Build 900 Sq Ft Two Bed Apartment Is Available For Sale In Uttar Badda,"Uttar Badda, Badda, Dhaka",900,3,3,2,re,295000,image/9683.png,1,A Nicely Build 900 Sq Ft Two Bed Apartment Is Available For Sale In Uttar Badda,55,2021-01-15 15:08:13.753592
9683,"In The Location Of Malibagh, 2 Bedroom Apartment Is Up For Sale Near By Malibag Jamia","Malibagh, Dhaka","1,150",3,3,3,re,2950000,image/9684.png,0,"In The Location Of Malibagh, 2 Bedroom Apartment Is Up For Sale Near By Malibag Jamia",12,2022-01-15 12:08:13.753592
9684,3 Bedroom Large Flat Is Now Up For Sale In Bashundhara R-A Near To Atimkhana Madrasa,"Block G, Bashundhara R-A, Dhaka","1,470",3,3,0,re,22500,image/9685.png,1,3 Bedroom Large Flat Is Now Up For Sale In Bashundhara R-A Near To Atimkhana Madrasa,48,2021-21-15 15:08:13.753592
9685,A 2 Bedroom And 1170 Sq Ft Properly Developed Flat For Sale In Shiddheswari Lane,"Shiddheswari, Dhaka","1,170",3,3,1,sh,225000,image/9686.png,0,A 2 Bedroom And 1170 Sq Ft Properly Developed Flat For Sale In Shiddheswari Lane,96,2021-01-5 15:08:13.753592
9686,"In The Location Of Shiddheswari Lane, 3 Bedroom Apartment Is Up For Sale.","Shiddheswari, Dhaka","1,250",3,3,2,se,315000,image/9687.png,1,"In The Location Of Shiddheswari Lane, 3 Bedroom Apartment Is Up For Sale.",53,2021-01-5 15:08:13.753592
9687,Check This 1300 Sq. Ft Apartment Which Is Up For Sale Very Near To Pallabi Mazedul Islam Model High School,"Eastern Pallabi, Pallabi, Mirpur, Dhaka","1,300",2,3,0,se,3150000,image/9688.png,0,Check This 1300 Sq. Ft Apartment Which Is Up For Sale Very Near To Pallabi Mazedul Islam Model High School,78,2021-01-5 15:08:13.753592
9688,A Residential Apartment Of 1075 Sq Ft Is Up For Sale At Mirpur Area Nearby Baitur Rohomat Jame Masjid,"Block E, Section 12, Mirpur, Dhaka","1,075",3,3,2,se,862500,image/9689.png,0,A Residential Apartment Of 1075 Sq Ft Is Up For Sale At Mirpur Area Nearby Baitur Rohomat Jame Masjid,16,2021-01-5 15:08:13.753592
9689,Convenient And Well-constructed 950 Sq Ft Flat Is Ready For Sale At West Kazipara,"Mirpur, Dhaka",950,3,3,0,sh,8625000,image/9690.png,0,Convenient And Well-constructed 950 Sq Ft Flat Is Ready For Sale At West Kazipara,24,2021-01-5 15:08:13.753592
9690,A 1350 Sq Ft Suitable Apartment For You Waiting To Be Sold At West Shewrapara,"West Shewrapara, Mirpur, Dhaka","1,350",3,3,0,sh,732500,image/9691.png,1,A 1350 Sq Ft Suitable Apartment For You Waiting To Be Sold At West Shewrapara,96,2021-21-15 15:08:13.753592
9691,A Moderate 1400 Sq Ft Flat Is Available For Sale At West Shewrapara,"West Shewrapara, Mirpur, Dhaka","1,400",3,3,2,re,7325000,image/9692.png,0,A Moderate 1400 Sq Ft Flat Is Available For Sale At West Shewrapara,70,2021-01-5 15:08:13.753592
9692,Be The Owner Of This 1450 Sq Ft Flat Which Is Vacant Now For Sale At West Shewrapara Nearby North South International School,"West Shewrapara, Mirpur, Dhaka","1,450",3,3,2,sh,600000,image/9693.png,0,Be The Owner Of This 1450 Sq Ft Flat Which Is Vacant Now For Sale At West Shewrapara Nearby North South International School,57,2021-01-15 15:08:13.753592
9693,Obtain Your New Residence At This 1400 Sq Ft Flat Is Up For Sale At West Shewrapara Nearby North South International School,"West Shewrapara, Mirpur, Dhaka","1,400",3,3,3,sh,6000000,image/9694.png,0,Obtain Your New Residence At This 1400 Sq Ft Flat Is Up For Sale At West Shewrapara Nearby North South International School,14,2022-01-15 12:08:13.753592
9694,"Situated In West Shewrapara, Near North South International School, A 1400 Sq Ft Apartment Is Up For Sale","West Shewrapara, Mirpur, Dhaka","1,400",3,3,0,sh,14000,image/9695.png,0,"Situated In West Shewrapara, Near North South International School, A 1400 Sq Ft Apartment Is Up For Sale",48,2021-01-5 15:08:13.753592
9695,1067 Square Feet Spacious Flat For Sale At Nikunja 2.,"Nikunja 2, Nikunja, Dhaka","1,067",4,4,2,re,140000,image/9696.png,0,1067 Square Feet Spacious Flat For Sale At Nikunja 2.,6,2022-01-15 12:08:13.753592
9696,Check This 1067 Sq. Ft Apartment Which Is Up For Sale At Nikunja 2 .,"Nikunja 2, Nikunja, Dhaka","1,067",3,3,2,sh,900000,image/9697.png,1,Check This 1067 Sq. Ft Apartment Which Is Up For Sale At Nikunja 2 .,13,2021-01-5 15:08:13.753592
9697,"Make this 1350 SQ FT flat your next residing location, which is up for sale in West Shewrapara","West Shewrapara, Mirpur, Dhaka","1,350",3,3,0,se,9000000,image/9698.png,1,"Make this 1350 SQ FT flat your next residing location, which is up for sale in West Shewrapara",58,2021-01-5 15:08:13.753592
9698,Affordable And Wonderful 730 Sq. Ft Flat Up For Sale In North Azampur,"North Azampur, Dakshin Khan, Dhaka",730,4,3,1,sh,890000,image/9699.png,0,Affordable And Wonderful 730 Sq. Ft Flat Up For Sale In North Azampur,69,2021-01-5 15:08:13.753592
9699,This Flat In Deyan Bari Road With A Convenient Price Is Up For Sale,"North Azampur, Dakshin Khan, Dhaka",725,3,3,0,re,8900000,image/9700.png,0,This Flat In Deyan Bari Road With A Convenient Price Is Up For Sale,30,2021-01-5 15:08:13.753592
9700,Grab This Lovely 3 Bedroom Flat For Sale In Borobag .,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",975,10,18,0,se,462000,image/9701.png,0,Grab This Lovely 3 Bedroom Flat For Sale In Borobag .,82,2021-01-5 15:08:13.753592
9701,We Have A 1320 Sq. Ft Flat For Sale In Bahaddarhat Nearby Bahaddarhat BWDB office.,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram","1,320",4,3,0,sh,4620000,image/9702.png,0,We Have A 1320 Sq. Ft Flat For Sale In Bahaddarhat Nearby Bahaddarhat BWDB office.,9,2021-01-15 15:08:13.753592
9702,"Situated In Sobhanbag, 1220 Sq Ft An Apartment Is Up For Sale","Sobhanbag, Savar, Dhaka","1,220",4,4,2,re,850000,image/9703.png,1,"Situated In Sobhanbag, 1220 Sq Ft An Apartment Is Up For Sale",12,2022-01-15 12:08:13.753592
9703,"Start Residing In This 1220 Sq Ft Properly Developed Flat For Sale, In Sobhanbag","Sobhanbag, Savar, Dhaka","1,220",2,3,3,sh,8500000,image/9704.png,1,"Start Residing In This 1220 Sq Ft Properly Developed Flat For Sale, In Sobhanbag",58,2021-01-5 15:08:13.753592
9704,"Properly Constructed Flat For Sale In Mohammadpur, Near Bash Bari Govt Primary School","Mohammadpur, Dhaka",750,3,3,2,re,736300,image/9705.png,0,"Properly Constructed Flat For Sale In Mohammadpur, Near Bash Bari Govt Primary School",17,2021-01-5 15:08:13.753592
9705,At Bahaddarhat 1110 Square Feet Apartment Up For Sale Near By Bahaddarhat BWDB office.,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram","1,110",3,3,0,re,7363000,image/9706.png,1,At Bahaddarhat 1110 Square Feet Apartment Up For Sale Near By Bahaddarhat BWDB office.,23,2021-21-15 15:08:13.753592
9706,This 2 Bedroom Flat In Bahaddarhat Close To Bahaddarhat BWDB office With A Convenient Price Is Up For Sale,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram","1,110",4,3,2,re,810000,image/9707.png,1,This 2 Bedroom Flat In Bahaddarhat Close To Bahaddarhat BWDB office With A Convenient Price Is Up For Sale,73,2021-01-15 15:08:13.753592
9707,Affordable And Wonderful 3-Bedroom Brand New Flat Up For Sale In Faidabad Main Road,"Faydabad, Dakshin Khan, Dhaka",885,3,3,1,sh,8100000,image/9708.png,0,Affordable And Wonderful 3-Bedroom Brand New Flat Up For Sale In Faidabad Main Road,45,2021-01-5 15:08:13.753592
9708,Affordable And Wonderful 3-Bedroom Brand New Flat Up For Sale In Faidabad Main Road,"Faydabad, Dakshin Khan, Dhaka",885,3,3,0,sh,743600,image/9709.png,0,Affordable And Wonderful 3-Bedroom Brand New Flat Up For Sale In Faidabad Main Road,35,2021-01-15 15:08:13.753592
9709,2-Bedroom Apartment Up For Sale In Faydabad near Kophil Market,"Faydabad, Dakshin Khan, Dhaka",970,3,3,3,re,7436000,image/9710.png,1,2-Bedroom Apartment Up For Sale In Faydabad near Kophil Market,28,2021-01-5 15:08:13.753592
